,reviews,label,clean_reviews
610,"Agak kecewa sih, pesen nya warna hitam pas dateng nya malah snow black. Trs biasanya uk 33 itu kegedean ini malah agak sempit di bagian perut pdhl bb lgi turun.",0.0,agak kecewa sih pesan nya warna hitam pas datang nya malah snow black terus biasa uk itu terlalu besar ini malah agak sempit di bagi perut padahal bb lagi turun
611,"Lain di pesan, tapi lain yang datang, saya pesan celana jeans kulot, tpi yang datang jeans yg bukan kulot,, kecewa banget sama toko nya, tidak amanah... Klo barang nya habis bilang dong mbak",0.0,lain di pesan tapi lain yang datang saya pesan celana jeans kulot tapi yang datang jeans yang bukan kulot kecewa banget sama toko nya tidak amanah kalau barang nya habis bilang dong mbak
612,Kecewa bangettttttt😭😭😭😭😭😭😭😭😭😭😭😭😭 ga sesuai pesanan. Gimana iniii minnnnn tanggung jawab yaa🙏,0.0,kecewa bangettttttt tidak sesuai pesan bagaimana iniii minnnnn tanggung jawab yaa
613,Untuk bahan aku ga kecewa sih. Bahannya bner2 bagus dan real pict. Tapi sayangnya ristleting dan button hole nya bermasalah. Risletingnya susah dinaikkin dan button hole nya masih ketutup;( ya mon maap ini susah kan motong hole buat celana jeans;) lain kali mohon diliat detailnya ya mas/mba seller;),0.0,untuk bahan saya tidak kecewa sih bahan benar bagus dan real pict tapi sayang ristleting dan button hole nya masalah risletingnya susah dinaikkin dan button hole nya masih tutup ya mon maap ini susah kan motong hole buat celana jeans lain kali mohon lihat detail ya masmba jual
614,Sangat kecewa. Sya pesan ukuran M di dtengin XL.,0.0,sangat kecewa saya pesan ukur m di dtengin xl
615,"Agak kecewa, ternyata bahannya kasar, itu kl sekali dicuci aja psti mruwul",0.0,agak kecewa nyata bahan kasar itu kl sekali cuci saja pasti mruwul
616,"Sedikit kecewa, karena pembelian pertama dan kedua berbeda warna dan merk. ",0.0,sedikit kecewa karena beli pertama dan dua beda warna dan merk
617,"Kecewa bahanya tipis,,,,,,,,,,,,,",0.0,kecewa bahanya tipis
618,"kecewa,padahal aku udh minta ukuran XL tp ttp aja di kasih yg kecil🥺",0.0,kecewapadahal saya sudah minta ukur xl tetapi ttp saja di kasih yang kecil
619,"Jahitan ny jelek, masih ada benang yg belum di gungting , saya kecewa",0.0,jahit ny jelek masih ada benang yang belum di gungting saya kecewa
620,"Bahannya jelek amat tipis dan juga udah ada robek 
Tolong dong yng jual lebih amanah",0.0,bahan jelek amat tipis dan juga sudah ada robek tolong dong yang jual lebih amanah
621,Kecewa sih dari ukuran pesen XL tapi XL nya kecil udah kaya ukuran L 🤦🤦,0.0,kecewa sih dari ukur pesan xl tapi xl nya kecil sudah kaya ukur l
622,"Aku kecewa, gmbar tdk sesuai aslix bahnx jelek bngat, udah gtu pengiriman lama bngat, mudah2an cs aku suka si..",0.0,saya kecewa gmbar tidak sesuai aslix bahnx jelek bngat sudah begitu kirim lama bngat mudah cs saya suka si
623,kancing hanya 1 kurang di bagian kiri.. saya masi harus jait lagi,0.0,kancing hanya kurang di bagi kiri saya masih harus jait lagi
624,Maaf bintang 3. Respon penjual lambat. Pengiriman jg lambat. Jadinya kecewa.,0.0,maaf bintang respon jual lambat kirim juga lambat jadi kecewa
625,"Kecewa bgt si pdhl udah dicht dulu jangan smpe slah warna eh ttep aja salah,pesen navy yg dtg pink utg pink nya nude jd masih oke dipake,lain kali bagian QC yg bner diliat baik"" variasi jangan asal kirim! Disuruh pengembalian dana males ribet.",0.0,kecewa banget si padahal sudah dicht dulu jangan sampai slah warna eh ttep saja salahpesen navy yang datang pink utg pink nya nude jadi masih oke dipakelain kali bagi qc yang benar lihat baik variasi jangan asal kirim suruh kembali dana malas ribet
626,Aga kecewa Ada noda sedikit..padahal sdh order yg k 3 x ny..,0.0,aga kecewa ada noda sedikitpadahal sudah order yang k x ny
627,"prosesnya lama bgt sampe hampir seminggu, dr sabtu sampe jumat. order sabtu baru dikirim selasa. box nya ancur berantakan bgt, ini box klo rusak di ekspedisi enggak sampe kayak gini,ini murni dr seller jg udah ancur. ini seller china punya gudang di indo ya lambat gini ?",0.0,proses lama banget sampai hampir minggu dari sabtu sampai jumat order sabtu baru kirim selasa box nya hancur beranta banget ini box kalau rusak di ekspedisi enggak sampai seperti giniini murni dari jual juga sudah hancur ini jual china punya gudang di indonesia ya lambat begini
628,"Agak kecewa sih dengan celana nya yang ini,pas dibuka kotor bgt untung bisa bersih karena langsung saya cuci makasih",0.0,agak kecewa sih dengan celana nya yang inipas buka kotor banget untung bisa bersih karena langsung saya cuci terimakasih
629,"iiiiiiiihhh jelek bgt tipis, ga sesuai sama gambar bana nya tipis bgt kaya kulit bawang menerawang juga pula kecewa bgt sama toko nya jual barang yang ngerugiin konsumen ga lagi deh beli di toko ini, menang pekejing nya aja bagus tapi isi nya JELEK KAYA YANG PUNYA TOKO😠",0.0,iiiiiiiihhh jelek banget tipis tidak sesuai sama gambar bana nya tipis banget kaya kulit bawang terawang juga pula kecewa banget sama toko nya jual barang yang rugi konsumen tidak lagi deh beli di toko ini menang pekejing nya saja bagus tapi isi nya jelek kaya yang punya toko
630,"Modelnya jelek sih menurutku. Foto 1-3 itu kulot dr toko ini, foto 4-5 punyaku. Jatuhnya ini bukan kulot karna agak ngepress badan dan ngeliatin bentuk badan. lekukan di pinggul ku keliatan banget, sedangkan foto 4-5 ga keliatan. Terus lebar bawahnya kecil. Tinggi 157 tp ngatung di aku. Ga rekomen.",0.0,model jelek sih turut foto itu kulot dari toko ini foto punya jatuh ini bukan kulot karena agak ngepress badan dan lihat bentuk badan leku di pinggul ku lihat banget sedang foto tidak lihat terus lebar bawah kecil tinggi tetapi ngatung di saya tidak rekomen
631,"Kecewa euy, kirain all size itu ukurannya gedeee... wkwkwkw.. ternyata M...",0.0,kecewa euy kirain all size itu ukur gedeee wkwkwkw nyata m
632,"Jelek kali,ngk sesuai ft,Bahan tipis,Merawang,kecil pula lagi,jdi keliatan kurusan",0.0,jelek kalingk sesuai ftbahan tipismerawangkecil pula lagijdi lihat kurus
633,"Ini gk salah kirim kak ? Bahannya tipis bat terawang . Lebih kek celana tidur yaa tsaayy 
Kata nya All Size tapi di gue kek kecil bat pinggang. Mon maap ini mah yaa",0.0,ini tidak salah kirim kak bahan tipis bat terawang lebih seperti celana tidur yaa tsaayy kata nya all size tapi di saya seperti kecil bat pinggang mon maap ini mah yaa
634,Ga worth it untuk harga segitu terlalu kecil juga all size nya:(,0.0,tidak worth it untuk harga segitu terlalu kecil juga all size nya
635,"Celana harga 50rb berasa celana harga 10 ribuu, tipis nerawang, kecil, gantungg dan JELEK. Pertama kali belanja di toko ini bener2 kecewa g sesuai ekspektasi. Tokoh tidak amanah,👎👎👎👎👎👎👎👎👎👎👎👎",0.0,celana harga rb asa celana harga ribuu tipis nerawang kecil gantungg dan jelek pertama kali belanja di toko ini bener kecewa tidak sesuai ekspektasi tokoh tidak amanah
636,pokonya jelek barangnya dateng malah kecil bgt cukup di adik aku,0.0,poko jelek barang datang malah kecil banget cukup di adik saya
637,Sdh di batalkan tapi di tolak alhasil ndk ke pakai tuh celana,0.0,sudah di batal tapi di tolak alhasil tidak ke pakai tuh celana
638,Celana nya tipis dan di aku di tb 158 pendek bangetttt jdi ngatung,0.0,celana nya tipis dan di saya di tb pendek bangetttt jadi ngatung
639,Bahan tipis🙄☹️karet sih kencang cuma buat BB 52 gak muat min☹️,0.0,bahan tipiskaret sih kencang cuma buat bb tidak muat min
640,"Bahan tipis, kecil pula, mengecewakan sekali.............",0.0,bahan tipis kecil pula kecewa sekali
641,"Kayak bukan kulot yaaaa,agak kecewa,cuman gk papa deg",0.0,seperti bukan kulot yaaaaagak kecewacuman tidak papa deg
642,Terlalu kecil untuk ukuran L dan celana tidak wide leg,0.0,terlalu kecil untuk ukur l dan celana tidak wide leg
643,"Ternyata kekecilan bahannya juga merayang agak kecewa sih sama barang nya,barang nya juga cuma di taro di depan rumah padahal di rumah banyak orang",0.0,nyata kecil bahan juga rayang agak kecewa sih sama barang nyabarang nya juga cuma di taro di depan rumah padahal di rumah banyak orang
644,Kecewa celana y kecil buat ukuran BB 52 ga muat,0.0,kecewa celana y kecil buat ukur bb tidak muat
645,"kepanjangan celananya
pantatnya sesak 
aku beli ukuran m
aku pendek dan gendut ternyata ueueueuue
sedih banget
aku harus beli ukuran apa biar ps euueueueue",0.0,panjang celana pantat sesak saya beli ukur m saya pendek dan gendut nyata ueueueuue sedih banget saya harus beli ukur apa biar ps euueueueue
646,"Sangatttt kecewa dg pengiriman ..!pakai salah kirim lagi,🤦kurirnya harus diberi Tau tuh..hsbdjdkwjehdbejwwjbdbqjajhdhdjsjwjjwjwjbd",0.0,sangatttt kecewa dengan kirim pakai salah kirim lagikurirnya harus beri tau tuhhsbdjdkwjehdbejwwjbdbqjajhdhdjsjwjjwjwjbd
647,"kak..ini sengaja..salah kirim apa gimana..??
Di label luar ukuran M tapi yg bner nya malah XL
Itu XL ukuran merk aslinya lho",0.0,kakini sengajasalah kirim apa bagaimana di label luar ukur m tapi yang benar nya malah xl itu xl ukur merk asli lho
648,Kecil bgtttt😭😭😭 untung cuma beli 1. Mana karetnya gak elastis huhu syg bgttt💔💔💔💔💔pdhl bb ku cuma 53kg tinggi jg cuma 160cm,0.0,kecil bgtttt untung cuma beli mana karet tidak elastis huhu sayang bgtttpdhl bb ku cuma kg tinggi juga cuma cuma
649,"Warna sangat jauh berbeda, tolong untuk kedepannya diperhatikan lagi. Padahal udah dikasih note",0.0,warna sangat jauh beda tolong untuk depan perhati lagi padahal sudah kasih note
650,Kecewa ukuran L tp kaya ukuran M. Kecil bgt. Bahannya tipis dan standar. ,0.0,kecewa ukur l tetapi kaya ukur m kecil banget bahan tipis dan standar
651,"Karetnya ga terlalu melar ternyata jd rada susah masuk,tp jahitan rapi,bahan standart lah buat harga segitu",0.0,karet tidak terlalu melar nyata jadi rada susah masuktp jahit rapibahan standart lah buat harga segitu
652,"Saya kecewa sama produknya, pinggangnya dijahit ketat dan bukan karet,gak bisa masuk ke pinggang,pisatnya juga terlalu kebawah jadi kalau melangkah dikit aja robekkk",0.0,saya kecewa sama produk pinggang jahit ketat dan bukan karetgak bisa masuk ke pinggangpisatnya juga terlalu bawah jadi kalau lang sedikit saja robekkk
653,"Di aku sempit... 
Berat aku 53 kg.. 
 katanya pinggang nya karet.. tapi pas di liat.. apaan ... GX ngaret .....di coba susah sekali masuk nya .",0.0,di saya sempit berat saya kg kata pinggang nya karet tapi pas di lihat apa tidak telat di coba susah sekali masuk nya
654,Sedikit kecewa ternyata ukuran size L dan XL itu sama ...awalnya beli L ternyata kecil order lagi ukuran XL sama juga kecil...entah salah d mananya ??? Bingung ngasih bintangnya juga ...klo kecepatan sampainya luar biasa..3 aja ya ..maaf loh min ,0.0,sedikit kecewa nyata ukur size l dan xl itu sama awal beli l nyata kecil order lagi ukur xl sama juga kecilentah salah d mana bingung beri bintang juga kalau cepat sampai luar biasa saja ya maaf loh min
655,"Kecewa bangett dehh celana nya keeciill bangett padahal ambil ukuran XL , di coba di temenku yg biasa pake M aja pas banget.. wah parah sih 😭😭 padahal mau dipake kerja 😭😭😭",0.0,kecewa bangett dehh celana nya keeciill bangett padahal ambil ukur xl di coba di temenku yang biasa pakai m saja pas banget wah parah sih padahal mau pakai kerja
656,Bahan jelek banget jaitan ga rapih ukuran kekecilan pdhl mesen nomor 38 udh kaya nomor 36 kecilnye parah kecewa bgt Bru kali ini mesen di shope dapet barang jelek!!,0.0,bahan jelek banget jaitan tidak rapih ukur kecil padahal mesen nomor sudah kaya nomor kecilnye parah kecewa banget baru kali ini mesen di shope dapet barang jelek
657,Gakk sesuai sama yg di pesan saya minta UK 40 eh yg di krm malah UK 38 kecewa banget baru kali in belanja online sangat kecewa,0.0,gakk sesuai sama yang di pesan saya minta uk eh yang di kirim malah uk kecewa banget baru kali in belanja online sangat kecewa
658,"Maaf sblumnya apakah salah kirim produk kok gini banget padahal mah buat kado pacar katanya realfick,,,!? Sepatu nya gak ada box nya cmn di plastikin trus renyok karena gk ada pengaman nya trus ada yg robek di bagian samping lain kali bicara sesuai pakta ya mbak/pak kalau gini susah customer :(",0.0,maaf sblumnya apakah salah kirim produk kok begini banget padahal mah buat kado pacar kata realfick sepatu nya tidak ada box nya cmn di plastikin terus renyok karena tidak ada kam nya terus ada yang robek di bagi samping lain kali bicara sesuai pakta ya mbakpak kalau begini susah customer
659,"Pesannya CD hamil warna hitam 6 dan BH sepasang 1 warna hitam eh malah yg datang lain...
Parah sih mana pengirimannya lama",0.0,pesan cd hamil warna hitam dan bh pasang warna hitam eh malah yang datang lain parah sih mana kirim lama
660,Pelayanan jelek parah. Padahal toko yg salah kirim barang. Tp malah nyalahin pembeli. gak di cek dlu. Setelah minta video unboxing ga ada kabar. Bkin emosi aja. Br kali ini belanja di toko ga jelas dan ruwet.,0.0,layan jelek parah padahal toko yang salah kirim barang tetapi malah nyalahin beli tidak di cek dulu telah minta video unboxing tidak ada kabar bkin emosi saja br kali ini belanja di toko tidak jelas dan ruwet
661,"Udah 2 kali beli disini baru kali ini kecewa, yg diminta warna hitam tapi datangnya cream. Kalau emang stock warna hitam habis tolong dihapus aja dipilihan menunya jd kita bs pilih warna lain seller. Terimakasih",0.0,sudah kali beli sini baru kali ini kecewa yang minta warna hitam tapi datang cream kalau emang sedia warna hitam habis tolong hapus saja pilih menu jadi kita bisa pilih warna lain jual terimakasih
662,"3x pembelian disini : hanya sekali yg bener size dan warna nya! 😭 -  order pertama kali salah warna size bener, orderan kedua bener semua, orderan ketiga warnanya bener sizenya kegedean 🥲.",0.0,x beli sini hanya sekali yang bener size dan warna nya order pertama kali salah warna size bener order dua bener semua order tiga warna bener sizenya terlalu besar
663,"pilih abu2 yg dikirim pink, kalo stoknya kosong besok2 info dulu yaa jangan asal kirim",0.0,pilih abu yang kirim pink kalau stok kosong besok informasi dulu yaa jangan asal kirim
664,"PENGIRIMANNYA SANGAT LAMA, SAYA CHAT 3 HARI KEMUDIAN BARU MAU DIPICKUP. GA AKAN BELI LAGI DISINI KECEWAAAA",0.0,kirim sangat lama saya chat hari kemudian baru mau dipickup tidak akan beli lagi sini kecewaaaa
665,yg dipesan pinggang karet yg dikirim lain pelayanan buruk 👎lain kali kalau mau kirim pesanan liat dulu apa yg dipesan jgn asal kirim aja  kalau mmg tdk ada yg di pesan konfirmasi biar konsumen tdk kecewa.,0.0,yang pes pinggang karet yang kirim lain layan buruk lain kali kalau mau kirim pesan lihat dulu apa yang pes jangan asal kirim saja kalau memang tidak ada yang di pesan konfirmasi biar konsumen tidak kecewa
666,"Saya pesan hitam polos kancing hitam, kok yg dtg lain. Merek lain. Gak amanah toko ini, klau gak ada stok bilang jngan di ganti brg lain.",0.0,saya pesan hitam polos kancing hitam kok yang datang lain merek lain tidak amanah toko ini klau tidak ada stok bilang jngan di ganti barang lain
667,"Pengiriman nya lama, karena toko nya lama ngasih barang ke kurir nyaa, parahh sih, tp kwalita baju nya ok sih",0.0,kirim nya lama karena toko nya lama beri barang ke kurir nyaa parahh sih tetapi kwalita baju nya ok sih
668,"Warna gak sesuai bukan Lilac lebih keabu2, padahal warna pesen Lilac buat kembaran warna sama keluarga , pengemasan agak lama karena lebaran, agak kecewa sedikit, bahan okelah",0.0,warna tidak sesuai bukan lilac lebih abu padahal warna pesan lilac buat kembar warna sama keluarga emas agak lama karena lebaran agak kecewa sedikit bahan oke
669,"it will be my first and last time order disini.
- Kemeja yang datang , salah ukuran.
pesennya ukuran M eh yang datang malah L.
 - Salah satu kemeja nya Robek🤦🏻 yang warna hitam.
dan ortu saya pun jaitin /nambal lagi.

rugi bgt bgt , untungnya kakek saya mau beli yg saya padahal saya mau refund.",0.0,it will be my first and last waktu order sini kemeja yang datang salah ukur sen ukur m eh yang datang malah l salah satu kemeja nya robek yang warna hitam dan ortu saya pun jaitin nambal lagi rugi banget banget untung kakek saya mau beli yang saya padahal saya mau refund
670,"Shoppe mall embel2 doang kualitas apaan kek baju pasar ususnya banyak blm di potong ada sobekan tambah lg ukuran m kayak ukuran xl 🤦 kecewa dah pokoknya , gak recomend buat yg lain 
Packing nya jga lama bgt",0.0,shoppe mall embel saja kualitas apa seperti baju pasar usus banyak belum di potong ada sobek tambah lagi ukur m seperti ukur xl kecewa sudah pokok tidak recomend buat yang lain packing nya juga lama banget
671,Mengecewakan Sekali Pesan dengan Tamgan Panjang Tapi datang dengan Tangan Pendek😭,0.0,kecewa sekali pesan dengan tamgan panjang tapi datang dengan tangan pendek
672,"Ini gimana? Sudah masalah pengiriman hampir 2 minggu baru sampai, saya pesan M malah dikirim L",0.0,ini bagaimana sudah masalah kirim hampir minggu baru sampai saya pesan m malah kirim l
673,Salah kirim euy.. Gue pesen kemeja batik yg mana elu kirim nya yg beda! Plis atuh euy fokus ai keur ngirim barang th nyaho jauh malikeun na deui jaba di Sulawesi... Dda aing th meuli lain menta!!! Kecewa pisan ku pelayanan penjual tokonya!,0.0,salah kirim euy saya pesan kemeja batik yang mana kamu kirim nya yang beda mohon atuh euy fokus ai keur kirim barang th nyaho jauh malikeun na deui jaba di sulawesi dda saya th meuli lain menta kecewa sekali ku layan jual toko
674,"Kurangsuka sama kainnya, kasar, sma nerawang bangett kiranya aku tuh kain katunx itu kek yg biasa aja taunya ini kayk katun rami gitu. ",0.0,kurangsuka sama kain kasar sma nerawang bangett kira saya tuh kain katunx itu seperti yang biasa saja tau ini kayk katun rami begitu
675,"Kecewa berat, barang bolong bekas rokok.. 
seller nya gmna ini.. yg beginian jangan d kirim dong jdi merusak citra seller nya kan..",0.0,kecewa berat barang bolong bekas rokok jual nya bagaimana ini yang begini jangan d kirim dong jadi rusak citra jual nya kan
676,"PESEN APA YANG DIKIRIM UKURAN APA, KECEWA PAKE BANGET, CHAT ADMINNYA 1 X 24 JAM CHAT GA DI RESPON SAMA SEKALI",0.0,pesan apa yang kirim ukur apa kecewa pakai banget chat adminnya x jam chat tidak di respon sama sekali
677,Kecepatan pengiriman sangat baik...produk sesuai dengan harganya..╭☺╮ ŧέƞģǩўμ ╭☺╮ ,1.0,cepat kirim sangat baikproduk sesuai dengan harga
678,"Bahan nya adem dan super lembut banget, ini mah bagus baget.
Bahan nya adem dan super lembut banget, ini mah bagus baget.
Bahan nya adem dan super lembut banget, ini mah bagus baget.
Bahan nya adem dan super lembut banget, ini mah bagus baget.",1.0,bahan nya adem dan super lembut banget ini mah bagus baget bahan nya adem dan super lembut banget ini mah bagus baget bahan nya adem dan super lembut banget ini mah bagus baget bahan nya adem dan super lembut banget ini mah bagus baget
679,Alhamdulillah realpict bagus bgt bahan'a tebel halus.. Memuaskan bgt poko'a.. Toko'a amanah pisan 👍👍 Tks all 🙏,1.0,alhamdulillah realpict bagus banget bahana tebal halus muas banget pokoa tokoa amanah sekali terimakasih all
680,"Cakep tannya..
Bahannya oke.
Harga dapat promo..
Cakep pokoknyya dah",1.0,cakep tan bahan oke harga dapat promo cakep pokoknyya sudah
681,"bagus bahan ny tebel ori warna nya juga cantik, suka deh bakal langganan dsini",1.0,bagus bahan ny tebal original warna nya juga cantik suka deh bakal langgan sini
682,👐👐Allahmdullilah Akhrinya baju Muslim koko sampai juga Di rumah.. Amanah banget sukses kurirnya Sophie ,1.0,allahmdullilah akhrinya baju muslim koko sampai juga di rumah amanah banget sukses kurir sophie
683,"Bahan nya bagus dan adem dipake, warna nya juga bagus, pengiriman jg cepat",1.0,bahan nya bagus dan adem pakai warna nya juga bagus kirim juga cepat
684,"Alhamdulillah udah sampe
Suka bahannya adem jstuh banget dibadan nurut 
Buat dipasangin sama kulot atau rok cucok
Makasiiih",1.0,alhamdulillah sudah sampai suka bahan adem jstuh banget bad nurut buat dipasangin sama kulot atau rok cocok makasiiih
685,Kainya bgus tipis sih tpi gk nerawang bnget bhnya adem gk pnas sukaaaaaaa bnget jaitanya rapi pengataran jgk cepat bgusssssss dah,1.0,kainya bgus tipis sih tapi tidak nerawang bnget bhnya adem tidak pnas sukaaaaaaa bnget jaitanya rapi atar jgk cepat bgusssssss sudah
686,"Kualitas prduk sangat baik,kecepatan pengriman sangat baik,semoga memebrikan terbaik, makasih kakak",1.0,kualitas produk sangat baikkecepatan rim sangat baiksemoga memebrikan baik terimakasih kakak
687,"Barang bagus pengiriman cepatt makasiihh ,,,",1.0,barang bagus kirim cepatt makasiihh
688,Next order lagi kak.bahan cakep murah tp kulaitas oke banget lah,1.0,next order lagi kakbah cakep murah tetapi kulaitas oke banget lah
689,"Bahannya bagus dan surprisingly ga kepanjangan buat aku yg TB 149cm agak ketat dibagian panggul tapi masih nyaman dipakenya. Makasih seller, cepet bgt sampenya hehe",1.0,bahan bagus dan surprisingly tidak panjang buat saya yang tb cuma agak ketat bagi panggul tapi masih nyaman dipakenya terimakasih jual cepat banget sampenya hehe
690,"Barang nya ok banget,, bagus sesuai harga,,respon nya cepat pengiriman nya juga cepat,, semoga dipakai ny awet .. Terimakasih seller",1.0,barang nya ok banget bagus sesuai hargarespon nya cepat kirim nya juga cepat moga pakai ny awet terimakasih jual
691,"Barangnya realpict semua aman, minusnya cuma di kacamatanya yg 1 agak penyok yg photocromicnya gak berubah warna, yg agak keemasan aman buat kacamatanya. Yg lain juga aman cuma minus diitu aja, tapi semuanya gak ada cacat selain kacamata. Semoga bisa jadi langganan dan next time order lagi🥰🥰",1.0,barang realpict semua aman minus cuma di kacamata yang agak penyok yang photocromicnya tidak ubah warna yang agak emas aman buat kacamata yang lain juga aman cuma minus itu saja tapi semua tidak ada cacat selain kacamata moga bisa jadi langgan dan next waktu order lagi
692,"Dr beberapa item yg diterima ini paling ga sesuai ekspektasi si, mmg ada harga ada rupa tp dibanding sama 2jam lain yg di order not worth to buy, warna cenderung ke cream, panel buat adjust patah, gbsa di adjust atur ulang waktu, meski jam nya nyala,",0.0,dari beberapa item yang terima ini paling tidak sesuai ekspektasi si memang ada harga ada rupa tetapi banding sama jam lain yang di order not worth untuk buy warna cenderung ke cream panel buat adjust patah tidak bisa di adjust atur ulang waktu meski jam nya nyala
693,"Suka banget kualitas bagus, barang sesuai, hanya kebesaran di pinggang kirain bakal sesuai karena kemarin no29 kekecilan ternyata 30 kebesaran banget",1.0,suka banget kualitas bagus barang sesuai hanya besar di pinggang kirain bakal sesuai karena kemarin nomor kecil nyata besar banget
694,"Alhamdulillah trimakasih kak din
Trimakasih admin admin
Trimakasih shopeee
Pokokx barangx mantullllllll 😍😍🤗🤗",1.0,alhamdulillah trimakasih kak din trimakasih admin admin trimakasih shopeee pokokx barangx mantullllllll
695,Pngrmn cpt.bahan sesuai harga.,1.0,pngrmn cptbahan sesuai harga
696,"Bagus bangetttt, pengemasan dan pengiriman cepet banget, wort it sih dengan harga segitu..
Itu di aku aga kebesaran dkit, pdhal biasanya aku no 30 untuk BB 158/52",1.0,bagus bangetttt emas dan kirim cepat banget wort it sih dengan harga segitu itu di saya aga besar sedikit padahal biasa saya nomor untuk bb
697,"Bagus, pengiriman cepat, nyaman dipake 👍🏻
Dus penyok, gapapa, yg penting isinya masih bagus 😊",1.0,bagus kirim cepat nyaman pakai dus penyok tidak apa yang penting isi masih bagus
698,"Bahannya lembut pol melebihi ekspektasi
Warnanya juga cantik banget sesuai gambar
Suka banget sama modelnya cuman sayang lengannya cuman 40cm jadi perlu pake manset dalemnya, coba dong dibuat versi lengen panjangnya :(",1.0,bahan lembut pol lebih ekspektasi warna juga cantik banget sesuai gambar suka banget sama model cuma sayang lengan cuma cuma jadi perlu pakai manset dalem coba dong buat versi lengen panjang
699,bagus banget buseettt😭😭😭❤️❤️🥰🥰😍😍😍😍🤸🤸,1.0,bagus banget buseettt
700,"Udah order 2 kali disini, bajunya sesuai dengan pesanan, pengemasan nya juga cepet, puassss pokoknyaaaaaaaaa",1.0,sudah order kali sini baju sesuai dengan pesan emas nya juga cepat puassss pokoknyaaaaaaaaa
701,Terima kasih paketnya sudah nyampe dgn kemasan yg baik... produk sesuai dengan gambar yang ada...saya sangat menyukainya,1.0,terima kasih paket sudah sampai dengan kemas yang baik produk sesuai dengan gambar yang adasaya sangat suka
702,"Alhamdulillah celanaya muat, kirain bakal kekecilan baguss",1.0,alhamdulillah celanaya muat kirain bakal kecil baguss
703,"Bagus bgt celana nya, harga murah kwalitas okee, GK nyesel pkoknya order disini",1.0,bagus banget celana nya harga murah kwalitas okee tidak sesal pokok order sini
704,"Barang bagus, pengiriman lumayan cepet.
Semoga selalu amanah.",1.0,barang bagus kirim lumayan cepat moga selalu amanah
705,"pengiriman cepett bgtt, baju nya sesuai ekspetasi ga ngecewain pokonyaa. next pgn order warna lain",1.0,kirim cepett bgtt baju nya sesuai ekspetasi tidak ngecewain pokonyaa next ingin order warna lain
706,"Aaaaaa nyaman bngttt sumpahhh, nyesel cuman beli 1 pengennya si beli 5 tapi takut jelekkk ehhh malah bagus bangtt semoga awet ga cepet bolong si yaaa😊
Makasiiii selerrrr",1.0,aaaaaa nyaman bngttt sumpahhh sesal cuma beli ken si beli tapi takut jelekkk ehhh malah bagus bangtt moga awet tidak cepat bolong si yaaa makasiiii selerrrr
707,Bagus barang realpict aku syuka tokonya amanah terimakasih,1.0,bagus barang realpict saya syuka toko amanah terimakasih
708,Keren,1.0,keren
709,"Bagus banget kacamata nya, kuat juga kokoh harga terjangkau",1.0,bagus banget kacamata nya kuat juga kokoh harga jangkau
710,Bagus banget worth it pas banget dikakiku nyaman dipakenya ... sukaaa,1.0,bagus banget worth it pas banget kak nyaman dipakenya sukaaa
711,terima kasih...sesuai pesann bagus .intinya sesuai warnaya.,1.0,terima kasihsesuai pesann bagus inti sesuai warnaya
712,"alhamdulillah pengiriman nya cepet bgt, semoga nyaman di pake",1.0,alhamdulillah kirim nya cepat banget moga nyaman di pakai
713,"Bagus dengan harga murah dapet kulot kekinianan, bahannya juga agak tebal ga terlalu tipis. Pengiriman lumayan cepat",1.0,bagus dengan harga murah dapet kulot kian bahan juga agak tebal tidak terlalu tipis kirim lumayan cepat
714,"Seller fast resp dan dapat diandalkan karena pesanan benar-benar dijaga privasinya. Produk sesuai dengan gambar dan keterangan. Puas bgt. Semoga bisa langganan disini. Thx seller, sukses selalu🥰",1.0,jual fast resp dan dapat andal karena pesan benarbenar jaga privasi produk sesuai dengan gambar dan terang puas banget moga bisa langgan sini terimakasih jual sukses selalu
715,"Beli karena baca reviewnya yg pada bilang bahannya enak. Begitu ku terima, ternyata bahannya biasa aja. Cenderung panas dan jatuhnya tidak seperti di foto. Apakah saya dapat barang yg salah hehe? Kasih bintang 4 untuk pelayanannya yg cepat. Tapi bintang 3 untuk bahan celananya.",0.0,beli karena baca reviewnya yang pada bilang bahan enak begitu ku terima nyata bahan biasa saja cenderung panas dan jatuh tidak seperti di foto apakah saya dapat barang yang salah hehe kasih bintang untuk layan yang cepat tapi bintang untuk bahan celana
716,Wow....keren sepatunya trm ksh shoppe dan kurirnya baik sekali,1.0,wowkeren sepatu terima kasih shoppe dan kurir baik sekali
717,"Produk sudah datang dengan baik dan aman, bahan enak tebal juga terima kasih",1.0,produk sudah datang dengan baik dan aman bahan enak tebal juga terima kasih
718,Rekomended!!!!! Bagusss aku suka.. makasih admin,1.0,rekomended bagusss saya suka terimakasih admin
719,Beli kedua kali nya karena bahan nya bagus banget dan enak banget d pake Nyaaa,1.0,beli dua kali nya karena bahan nya bagus banget dan enak banget d pakai nyaaa
720,"Seneng banget akhirnya sampe dan kualitasnya bagus bangeeeet, adem bahannya. Next time order lagi disini",1.0,senang banget akhir sampai dan kualitas bagus bangeeeet adem bahan next waktu order lagi sini
